date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:04:22	45988/45988	---M--	200	added ('OK')	image/jpeg	etag:%220%22	https://img.youtube.com/vi/UDYzoeTzm_4/sddefault.jpg	C:/My%20Web%20Sites/SnapperV6/img.youtube.com/vi/UDYzoeTzm_4/sddefault.jpg	(from https://necesario.in/)
12:04:22	9500/9500	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jan%202021%2007:32:16%20GMT	https://necesario.in/images/AI_vector2.png	C:/My%20Web%20Sites/SnapperV6/necesario.in/images/AI_vector2.png	(from https://necesario.in/)
12:04:24	9088/9088	---M-Z	200	added ('OK')	image/png	date:Sat,%2023%20Jan%202021%2007:32:16%20GMT	https://necesario.in/images/auto_vector2.png	C:/My%20Web%20Sites/SnapperV6/necesario.in/images/auto_vector2.png	(from https://necesario.in/)
12:04:24	8446/8446	---M-Z	200	added ('OK')	image/png	date:Sat,%2023%20Jan%202021%2007:32:16%20GMT	https://necesario.in/images/wifi_vector2.png	C:/My%20Web%20Sites/SnapperV6/necesario.in/images/wifi_vector2.png	(from https://necesario.in/)
12:04:25	7567/7567	---M-Z	200	added ('OK')	image/png	date:Sat,%2023%20Jan%202021%2007:32:16%20GMT	https://necesario.in/images/queue_vector2.png	C:/My%20Web%20Sites/SnapperV6/necesario.in/images/queue_vector2.png	(from https://necesario.in/)
12:04:26	13079/13079	---M-Z	200	added ('OK')	image/png	date:Sat,%2023%20Jan%202021%2007:32:16%20GMT	https://necesario.in/images/team/ia2.png	C:/My%20Web%20Sites/SnapperV6/necesario.in/images/team/ia2.png	(from https://necesario.in/)
12:04:26	11337/11337	---M-Z	200	added ('OK')	image/png	date:Sat,%2023%20Jan%202021%2007:32:16%20GMT	https://necesario.in/images/team/kd2.png	C:/My%20Web%20Sites/SnapperV6/necesario.in/images/team/kd2.png	(from https://necesario.in/)
12:04:27	1796548/1796548	---M-Z	200	added ('OK')	image/gif	date:Sat,%2023%20Jan%202021%2007:32:16%20GMT	https://necesario.in/images/1com.gif	C:/My%20Web%20Sites/SnapperV6/necesario.in/images/1com.gif	(from https://necesario.in/)
12:04:27	13622/13622	---M-Z	200	added ('OK')	image/png	date:Sat,%2023%20Jan%202021%2007:32:16%20GMT	https://necesario.in/images/team/nt2.png	C:/My%20Web%20Sites/SnapperV6/necesario.in/images/team/nt2.png	(from https://necesario.in/)
12:04:28	16250/16250	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jan%202021%2007:32:16%20GMT	https://necesario.in/images/testimonial/vijay_rupani2.png	C:/My%20Web%20Sites/SnapperV6/necesario.in/images/testimonial/vijay_rupani2.png	(from https://necesario.in/)
12:04:29	19281/19281	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jan%202021%2007:32:16%20GMT	https://necesario.in/images/testimonial/rashmi_bansal2.png	C:/My%20Web%20Sites/SnapperV6/necesario.in/images/testimonial/rashmi_bansal2.png	(from https://necesario.in/)
12:04:30	7769/7769	---M-Z	200	added ('OK')	image/png	date:Sat,%2023%20Jan%202021%2007:32:16%20GMT	https://necesario.in/images/si.png	C:/My%20Web%20Sites/SnapperV6/necesario.in/images/si.png	(from https://necesario.in/)
12:04:30	6973/6973	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jan%202021%2007:32:16%20GMT	https://necesario.in/images/mf.png	C:/My%20Web%20Sites/SnapperV6/necesario.in/images/mf.png	(from https://necesario.in/)
12:04:31	2415/2415	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jan%202021%2007:32:16%20GMT	https://necesario.in/images/mm.png	C:/My%20Web%20Sites/SnapperV6/necesario.in/images/mm.png	(from https://necesario.in/)
12:04:32	6353/6353	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jan%202021%2007:32:16%20GMT	https://necesario.in/images/mu2.png	C:/My%20Web%20Sites/SnapperV6/necesario.in/images/mu2.png	(from https://necesario.in/)
12:04:32	9695/9695	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jan%202021%2007:32:16%20GMT	https://necesario.in/images/ssip.png	C:/My%20Web%20Sites/SnapperV6/necesario.in/images/ssip.png	(from https://necesario.in/)
12:04:33	12720/12720	---M-Z	200	added ('OK')	image/png	date:Sat,%2023%20Jan%202021%2007:32:16%20GMT	https://necesario.in/images/IIT_Gandhinagar_Logo2.png	C:/My%20Web%20Sites/SnapperV6/necesario.in/images/IIT_Gandhinagar_Logo2.png	(from https://necesario.in/)
12:04:34	34927/34927	---M-Z	200	added ('OK')	image/png	date:Sat,%2023%20Jan%202021%2007:32:16%20GMT	https://necesario.in/images/dw2.png	C:/My%20Web%20Sites/SnapperV6/necesario.in/images/dw2.png	(from https://necesario.in/)
12:04:35	7069/7069	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jan%202021%2007:32:16%20GMT	https://necesario.in/images/cii.png	C:/My%20Web%20Sites/SnapperV6/necesario.in/images/cii.png	(from https://necesario.in/)
12:04:36	72765/72765	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jan%202021%2007:32:16%20GMT	https://necesario.in/images/map.png	C:/My%20Web%20Sites/SnapperV6/necesario.in/images/map.png	(from https://necesario.in/)
12:04:36	80821/80821	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213bb5-zUKjci8NkL/tAMsum+NysHqoVi8%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.0-beta1/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/SnapperV6/cdn.jsdelivr.net/npm/bootstrap@5.0.0-beta1/dist/js/bootstrap.bundle.min.js	(from https://necesario.in/)
12:04:39	14690/14690	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03d5d-3962%22	https://cdnjs.cloudflare.com/ajax/libs/aos/2.3.4/aos.js	C:/My%20Web%20Sites/SnapperV6/cdnjs.cloudflare.com/ajax/libs/aos/2.3.4/aos.js	(from https://necesario.in/)
12:04:39	19969/19969	---M--	200	added ('OK')	text/javascript	date:Thu,%2021%20Jan%202021%2021:58:48%20GMT	https://www.gstatic.com/firebasejs/8.2.4/firebase-app.js	C:/My%20Web%20Sites/SnapperV6/www.gstatic.com/firebasejs/8.2.4/firebase-app.js	(from https://necesario.in/)
12:04:40	35654/35654	---M--	200	added ('OK')	text/javascript	date:Thu,%2021%20Jan%202021%2021:58:44%20GMT	https://www.gstatic.com/firebasejs/8.2.4/firebase-analytics.js	C:/My%20Web%20Sites/SnapperV6/www.gstatic.com/firebasejs/8.2.4/firebase-analytics.js	(from https://necesario.in/)
12:04:42	147559/147559	---M-Z	200	added ('OK')	image/png	date:Sat,%2023%20Jan%202021%2007:32:16%20GMT	https://necesario.in/images/bgc.png	C:/My%20Web%20Sites/SnapperV6/necesario.in/images/bgc.png	(from https://necesario.in/css/index.css)
